iteration,id,group_id,x,y,age,known_cells,group_member_ids, last_three_cells
1,0,2,9,10,1701,[9_11],[],[9_11]
1,1,1,13,16,1862,[13_16],[],[13_16]
1,2,2,0,7,1812,[0_7],[],[0_7]
1,3,2,24,6,1741,[24_6],[],[24_6]
1,4,2,5,20,1077,[4_20],[],[4_20]
1,5,1,10,8,1748,[9_7];[10_8],[],[9_7];[10_8]
1,6,1,14,19,790,[14_18],[],[14_18]
1,7,2,24,12,1456,[24_13],[],[24_13]
1,8,1,21,21,1685,[21_20],[],[21_20]
1,9,2,8,10,1239,[7_10],[],[7_10]
2,0,2,9,11,1702,[9_11];[9_10],[0;2;3;4;7;9],[9_11];[9_10]
2,1,1,13,17,1863,[13_16],[1;5;6;8],[13_16];[13_16]
2,2,2,0,7,1813,[0_7],[0;2;3;4;7;9],[0_7];[0_7]
2,3,2,24,5,1742,[24_6];[24_5],[0;2;3;4;7;9],[24_6];[24_5]
2,4,2,5,19,1078,[5_20];[4_20],[0;2;3;4;7;9],[4_20];[5_20]
2,5,1,9,8,1749,[9_7];[10_8],[1;5;6;8],[9_7];[10_8];[10_8]
2,6,1,13,19,791,[14_18];[14_19],[1;5;6;8],[14_18];[14_19]
2,7,2,24,11,1457,[24_13];[24_11],[0;2;3;4;7;9],[24_13];[24_11]
2,8,1,22,21,1686,[21_21];[21_20],[1;5;6;8],[21_20];[21_21]
2,9,2,7,10,1240,[7_10],[0;2;3;4;7;9],[7_10];[7_10]
3,0,2,9,10,1703,[9_11];[9_10],[0;2;3;4;7;9],[9_11];[9_10];[9_11]
3,1,1,13,18,1864,[13_17];[13_16],[1;5;6;8],[13_16];[13_16];[13_17]
3,2,2,0,7,1814,[0_7],[0;2;3;4;7;9],[0_7];[0_7];[0_7]
3,3,2,24,6,1743,[24_6];[24_5],[0;2;3;4;7;9],[24_6];[24_5];[24_5]
3,4,2,5,18,1079,[5_20];[4_20];[5_18],[0;2;3;4;7;9],[4_20];[5_20];[5_18]
3,5,1,9,7,1750,[9_7];[10_8];[9_8],[1;5;6;8],[10_8];[10_8];[9_8]
3,6,1,12,19,792,[14_18];[14_19];[12_19],[1;5;6;8],[14_18];[14_19];[12_19]
3,7,2,24,12,1458,[24_13];[24_11],[0;2;3;4;7;9],[24_13];[24_11];[24_11]
3,8,1,21,20,1687,[21_21];[22_21];[21_20],[1;5;6;8],[21_21];[22_21];[21_20]
3,9,2,8,10,1241,[7_10],[0;2;3;4;7;9],[7_10];[7_10];[7_10]
4,0,2,9,9,1704,[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_10];[9_11];[9_9]
4,1,1,13,19,1865,[13_17];[13_16];[13_19],[1;5;6;8],[13_16];[13_17];[13_19]
4,2,2,0,7,1815,[0_7],[0;2;3;4;7;9],[0_7];[0_7];[0_7]
4,3,2,24,5,1744,[24_6];[24_5],[0;2;3;4;7;9],[24_5];[24_5];[24_6]
4,4,2,5,19,1080,[5_20];[4_20];[5_18],[0;2;3;4;7;9],[5_20];[5_18];[5_18]
4,5,1,9,8,1751,[9_7];[10_8];[9_8],[1;5;6;8],[10_8];[9_8];[9_7]
4,6,1,13,19,793,[13_19];[14_19];[12_19];[14_18],[1;5;6;8],[14_19];[12_19];[13_19]
4,7,2,23,12,1459,[23_12];[24_13];[24_11],[0;2;3;4;7;9],[24_11];[24_11];[23_12]
4,8,1,21,21,1688,[21_21];[22_21];[21_20],[1;5;6;8],[22_21];[21_20];[21_20]
4,9,2,9,10,1242,[7_10];[8_10],[0;2;3;4;7;9],[7_10];[7_10];[8_10]
5,0,2,9,10,1705,[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_10];[9_9];[9_10]
5,1,1,13,18,1866,[13_17];[13_16];[13_19],[1;5;6;8],[13_17];[13_19];[13_19]
5,2,2,0,6,1816,[0_7];[0_6],[0;2;3;4;7;9],[0_6]
5,3,2,24,4,1745,[24_4];[24_6];[24_5],[0;2;3;4;7;9],[24_5];[24_5];[24_4]
5,4,2,5,18,1081,[5_20];[4_20];[5_18],[0;2;3;4;7;9],[5_18];[5_18];[5_18]
5,5,1,9,7,1752,[9_7];[10_8];[9_8],[1;5;6;8],[9_8];[9_7];[9_8]
5,6,1,13,18,794,[13_19];[14_19];[12_19];[14_18],[1;5;6;8],[12_19];[13_19];[13_19]
5,7,2,23,11,1460,[23_12];[24_13];[24_11],[0;2;3;4;7;9],[24_11];[23_12];[23_12]
5,8,1,22,21,1689,[21_21];[22_21];[21_20],[1;5;6;8],[21_20];[21_20];[21_21]
5,9,2,9,9,1243,[9_9];[7_10];[8_10],[0;2;3;4;7;9],[8_10];[9_9]
6,0,2,9,11,1706,[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_9];[9_10];[9_10]
6,1,1,13,17,1867,[13_17];[13_16];[13_19];[13_18],[1;5;6;8],[13_19];[13_19];[13_18]
6,2,2,0,7,1817,[0_7];[0_6],[0;2;3;4;7;9],[0_6];[0_6]
6,3,2,24,5,1746,[24_4];[24_6];[24_5],[0;2;3;4;7;9],[24_5];[24_4];[24_4]
6,4,2,5,19,1082,[5_20];[4_20];[5_18],[0;2;3;4;7;9],[5_18];[5_18];[5_18]
6,5,1,10,8,1753,[9_7];[10_8];[9_8],[1;5;6;8],[9_7];[9_7];[10_8]
6,6,1,13,17,795,[13_19];[14_19];[12_19];[14_18];[13_18],[1;5;6;8],[13_19];[13_19];[13_18]
6,7,2,23,10,1461,[23_12];[24_11];[24_13];[23_11],[0;2;3;4;7;9],[23_12];[23_12];[23_11]
6,8,1,21,21,1690,[21_21];[22_21];[21_20],[1;5;6;8],[21_20];[21_21];[22_21]
6,9,2,9,10,1244,[9_9];[7_10];[8_10],[0;2;3;4;7;9],[8_10];[9_9];[9_9]
7,0,2,10,10,1707,[10_10];[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_9];[9_11];[10_10]
7,1,1,13,16,1868,[13_17];[13_16];[13_19];[13_18],[1;5;6;8],[13_19];[13_18];[13_16]
7,2,2,0,6,1818,[0_7];[0_6],[0;2;3;4;7;9],[0_6];[0_6];[0_6]
7,3,2,24,6,1747,[24_4];[24_6];[24_5],[0;2;3;4;7;9],[24_4];[24_4];[24_5]
7,4,2,5,18,1083,[5_20];[4_20];[5_18],[0;2;3;4;7;9],[5_18];[5_18];[5_18]
7,5,1,9,8,1754,[9_7];[10_8];[9_8],[1;5;6;8],[9_7];[10_8];[10_8]
7,6,1,13,16,796,[13_19];[14_19];[12_19];[14_18];[13_16];[13_18],[1;5;6;8],[13_19];[13_18];[13_16]
7,7,2,24,11,1462,[23_12];[24_11];[23_10];[24_13];[23_11],[0;2;3;4;7;9],[23_11];[23_10];[24_11]
7,8,1,22,21,1691,[21_21];[22_21];[21_20],[1;5;6;8],[21_21];[22_21];[21_21]
7,9,2,10,11,1245,[7_10];[9_9];[8_10];[10_11];[9_10],[0;2;3;4;7;9],[9_9];[9_10];[10_11]
8,0,2,9,10,1708,[10_10];[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_11];[10_10];[10_10]
8,1,1,12,17,1869,[13_17];[13_16];[12_17];[13_19];[13_18],[1;5;6;8],[13_16];[13_16];[12_17]
8,2,2,0,7,1819,[0_7];[0_6],[0;2;3;4;7;9],[0_6];[0_6];[0_6]
8,3,2,24,4,1748,[24_4];[24_6];[24_5],[0;2;3;4;7;9],[24_4];[24_6];[24_4]
8,4,2,4,19,1084,[4_20];[4_19];[5_20];[5_18],[0;2;3;4;7;9],[4_19]
8,5,1,9,9,1755,[9_8];[9_9];[9_7];[10_8],[1;5;6;8],[10_8];[10_8];[9_9]
8,6,1,13,17,797,[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[13_17],[1;5;6;8],[13_18];[13_16];[13_17]
8,7,2,23,12,1463,[23_12];[24_11];[23_10];[24_13];[23_11],[0;2;3;4;7;9],[24_11];[24_11];[23_12]
8,8,1,22,20,1692,[21_21];[22_21];[22_20];[21_20],[1;5;6;8],[22_21];[21_21];[22_20]
8,9,2,9,11,1246,[9_11];[7_10];[9_9];[8_10];[10_11];[9_10],[0;2;3;4;7;9],[9_10];[10_11];[9_11]
9,0,2,9,9,1709,[10_10];[9_11];[9_9];[9_10],[0;2;3;4;7;9],[10_10];[10_10];[9_9]
9,1,1,12,18,1870,[12_18];[13_17];[13_16];[12_17];[13_19];[13_18],[1;5;6;8],[13_16];[12_17];[12_18]
9,2,2,0,7,1820,[0_7];[0_6],[0;2;3;4;7;9],[0_7]
9,3,2,24,3,1749,[24_4];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_6];[24_3]
9,4,2,5,19,1085,[4_20];[4_19];[5_20];[5_18],[0;2;3;4;7;9],[4_19];[4_19]
9,5,1,9,10,1756,[9_10];[9_8];[9_9];[9_7];[10_8],[1;5;6;8],[10_8];[9_9];[9_10]
9,6,1,14,18,798,[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[13_17],[1;5;6;8],[13_17];[13_17];[14_18]
9,7,2,23,11,1464,[23_12];[24_11];[23_10];[24_13];[23_11],[0;2;3;4;7;9],[24_11];[23_12];[23_12]
9,8,1,22,20,1693,[21_21];[22_21];[22_20];[21_20],[1;5;6;8],[22_20];[22_20];[22_20]
9,9,2,9,10,1247,[9_11];[7_10];[9_9];[8_10];[10_11];[9_10],[0;2;3;4;7;9],[10_11];[9_11];[9_10]
10,0,2,9,10,1710,[10_10];[9_11];[9_9];[9_10],[0;2;3;4;7;9],[10_10];[9_9];[9_9]
10,1,1,11,18,1871,[12_18];[13_17];[13_16];[12_17];[13_19];[13_18],[1;5;6;8],[12_17];[12_18];[12_18]
10,2,2,0,7,1821,[0_7];[0_6],[0;2;3;4;7;9],[0_7];[0_7]
10,3,2,23,3,1750,[24_4];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_6];[24_3];[24_3]
10,4,2,5,18,1086,[4_20];[4_19];[5_19];[5_20];[5_18],[0;2;3;4;7;9],[4_19];[4_19];[5_19]
10,5,1,9,11,1757,[9_10];[9_8];[9_9];[9_7];[10_8],[1;5;6;8],[9_9];[9_10];[9_10]
10,6,1,14,19,799,[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[13_17],[1;5;6;8],[13_17];[14_18];[14_18]
10,7,2,23,10,1465,[23_12];[24_11];[23_10];[24_13];[23_11],[0;2;3;4;7;9],[23_12];[23_12];[23_11]
10,8,1,22,21,1694,[21_21];[22_21];[22_20];[21_20],[1;5;6;8],[22_20];[22_20];[22_20]
10,9,2,10,10,1248,[9_11];[7_10];[9_9];[8_10];[10_11];[10_10];[9_10],[0;2;3;4;7;9],[10_11];[9_11];[10_10]
11,0,2,9,11,1711,[10_10];[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_9];[9_9];[9_10]
11,1,1,12,19,1872,[12_19];[13_18];[13_17];[13_16];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_18];[11_18];[12_19]
11,2,2,0,7,1822,[0_7];[0_6],[0;2;3;4;7;9],[0_7];[0_7];[0_7]
11,3,2,24,3,1751,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_3];[24_3];[23_3]
11,4,2,5,19,1087,[4_20];[4_19];[5_19];[5_20];[5_18],[0;2;3;4;7;9],[4_19];[5_19];[5_18]
11,5,1,10,11,1758,[9_10];[9_8];[9_9];[9_7];[10_8];[10_11],[1;5;6;8],[9_10];[9_10];[10_11]
11,6,1,13,19,800,[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[13_17],[1;5;6;8],[14_18];[14_18];[14_19]
11,7,2,22,10,1466,[23_12];[22_10];[24_11];[23_10];[24_13];[23_11],[0;2;3;4;7;9],[23_12];[23_11];[22_10]
11,8,1,21,21,1695,[21_21];[22_21];[22_20];[21_20],[1;5;6;8],[22_21]
11,9,2,9,10,1249,[9_11];[7_10];[9_9];[8_10];[10_11];[10_10];[9_10],[0;2;3;4;7;9],[9_11];[10_10];[10_10]
12,0,2,9,10,1712,[10_10];[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_9];[9_10];[9_11]
12,1,1,12,19,1873,[12_19];[13_18];[13_17];[13_16];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_19];[12_19];[12_19]
12,2,2,0,6,1823,[0_7];[0_6],[0;2;3;4;7;9],[0_6]
12,3,2,24,4,1752,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_3];[23_3];[24_4]
12,4,2,6,19,1088,[4_20];[4_19];[5_19];[5_20];[5_18];[6_19],[0;2;3;4;7;9],[5_19];[5_18];[6_19]
12,5,1,9,11,1759,[9_10];[9_8];[9_9];[9_7];[10_8];[10_11],[1;5;6;8],[9_10];[10_11];[10_11]
12,6,1,14,19,801,[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[13_17],[1;5;6;8],[14_18];[14_19];[14_19]
12,7,2,22,9,1467,[23_12];[22_10];[24_11];[23_10];[22_9];[24_13];[23_11],[0;2;3;4;7;9],[23_11];[22_10];[22_9]
12,8,1,21,20,1696,[21_21];[22_21];[22_20];[21_20],[1;5;6;8],[22_21];[21_20]
12,9,2,9,11,1250,[9_11];[7_10];[9_9];[8_10];[10_11];[10_10];[9_10],[0;2;3;4;7;9],[10_10];[10_10];[9_10]
13,0,2,9,11,1713,[10_10];[9_11];[9_9];[9_10],[0;2;3;4;7;9],[9_10];[9_11];[9_11]
13,1,1,12,20,1874,[12_19];[13_18];[13_17];[13_16];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_19];[12_19];[12_19]
13,2,2,0,7,1824,[0_7];[0_6],[0;2;3;4;7;9],[0_6];[0_6]
13,3,2,24,5,1753,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[23_3];[24_4];[24_4]
13,4,2,5,19,1089,[4_20];[4_19];[5_19];[5_20];[5_18];[6_19],[0;2;3;4;7;9],[5_18];[6_19];[6_19]
13,5,1,8,11,1760,[8_11];[9_10];[9_8];[9_9];[9_7];[10_8];[10_11],[1;5;6;8],[10_11];[10_11];[8_11]
13,6,1,15,19,802,[13_17];[15_19];[13_19];[14_19];[12_19];[14_18];[13_16];[13_18],[1;5;6;8],[14_19];[14_19];[15_19]
13,7,2,22,8,1468,[23_12];[22_10];[24_11];[23_10];[22_9];[24_13];[23_11],[0;2;3;4;7;9],[22_10];[22_9];[22_9]
13,8,1,21,21,1697,[21_21];[22_21];[22_20];[21_20],[1;5;6;8],[22_21];[21_20];[21_20]
13,9,2,9,12,1251,[9_11];[7_10];[9_9];[10_11];[9_12];[8_10];[10_10];[9_10],[0;2;3;4;7;9],[10_10];[9_10];[9_12]
14,0,2,8,10,1714,[10_10];[9_11];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[9_11];[9_11];[8_10]
14,1,1,12,21,1875,[12_19];[13_18];[12_20];[13_17];[13_16];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_20]
14,2,2,1,7,1825,[0_7];[1_7];[0_6],[0;2;3;4;7;9],[0_6];[0_7];[1_7]
14,3,2,24,6,1754,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_4];[24_4];[24_5]
14,4,2,4,18,1090,[4_18];[4_20];[4_19];[5_19];[5_20];[5_18];[6_19],[0;2;3;4;7;9],[6_19];[5_19];[4_18]
14,5,1,9,11,1761,[8_11];[9_10];[9_8];[9_9];[9_7];[10_8];[10_11],[1;5;6;8],[10_11];[8_11];[8_11]
14,6,1,15,20,803,[13_17];[15_19];[13_19];[14_19];[12_19];[14_18];[13_16];[13_18],[1;5;6;8],[14_19];[15_19];[15_19]
14,7,2,22,7,1469,[22_10];[23_11];[22_8];[23_12];[24_11];[23_10];[22_9];[24_13],[0;2;3;4;7;9],[22_9];[22_9];[22_8]
14,8,1,22,21,1698,[21_21];[22_21];[22_20];[21_20],[1;5;6;8],[21_20];[21_20];[21_21]
14,9,2,9,13,1252,[9_11];[7_10];[9_9];[10_11];[9_12];[8_10];[10_10];[9_10],[0;2;3;4;7;9],[9_10];[9_12];[9_12]
15,0,2,9,10,1715,[10_10];[9_11];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[8_10];[8_10]
15,1,1,11,21,1876,[12_21];[12_19];[13_18];[12_20];[13_17];[13_16];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_20];[12_21]
15,2,2,0,7,1826,[0_7];[1_7];[0_6],[0;2;3;4;7;9],[0_7];[1_7];[1_7]
15,3,2,24,6,1755,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_5];[24_6];[24_6]
15,4,2,5,18,1091,[4_18];[4_20];[4_19];[5_19];[5_20];[5_18];[6_19],[0;2;3;4;7;9],[5_19];[4_18];[4_18]
15,5,1,9,11,1762,[9_10];[10_8];[10_11];[8_11];[9_11];[9_8];[9_9];[9_7],[1;5;6;8],[8_11];[9_11];[9_11]
15,6,1,15,21,804,[13_17];[15_19];[15_20];[13_19];[14_19];[12_19];[14_18];[13_16];[13_18],[1;5;6;8],[15_19];[15_19];[15_20]
15,7,2,22,9,1470,[22_10];[22_7];[23_11];[22_8];[23_12];[24_11];[23_10];[22_9];[24_13],[0;2;3;4;7;9],[22_8];[22_7];[22_9]
15,8,1,21,22,1699,[21_21];[21_22];[22_21];[22_20];[21_20],[1;5;6;8],[21_21];[22_21];[21_22]
15,9,2,9,14,1253,[9_11];[7_10];[9_14];[9_9];[10_11];[9_12];[8_10];[10_10];[9_10],[0;2;3;4;7;9],[9_12];[9_12];[9_14]
16,0,2,9,11,1716,[10_10];[9_11];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[8_10];[8_10];[9_10]
16,1,1,12,21,1877,[12_21];[12_19];[13_18];[12_20];[13_17];[13_16];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_20];[12_21];[12_21]
16,2,2,0,7,1827,[0_7];[1_7];[0_6],[0;2;3;4;7;9],[1_7];[1_7];[0_7]
16,3,2,24,5,1756,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_6];[24_6];[24_6]
16,4,2,5,19,1092,[4_18];[4_20];[4_19];[5_19];[5_20];[5_18];[6_19],[0;2;3;4;7;9],[4_18];[4_18];[5_18]
16,5,1,9,10,1763,[9_10];[10_8];[10_11];[8_11];[9_11];[9_8];[9_9];[9_7],[1;5;6;8],[9_11];[9_11];[9_11]
16,6,1,16,20,805,[13_17];[15_19];[15_20];[15_21];[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[16_20],[1;5;6;8],[15_20];[15_21];[16_20]
16,7,2,22,8,1471,[22_10];[22_7];[23_11];[22_8];[23_12];[24_11];[23_10];[22_9];[24_13],[0;2;3;4;7;9],[22_7];[22_9];[22_9]
16,8,1,21,21,1700,[21_21];[21_22];[22_21];[22_20];[21_20],[1;5;6;8],[22_21];[21_22];[21_22]
16,9,2,8,14,1254,[9_11];[7_10];[9_14];[9_9];[10_11];[9_12];[8_10];[10_10];[9_10],[0;2;3;4;7;9],[9_12];[9_14];[9_14]
17,0,2,9,9,1717,[10_10];[9_11];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[9_10];[9_11];[9_9]
17,1,1,12,22,1878,[12_22];[12_21];[12_19];[13_18];[12_20];[13_17];[13_16];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_21];[12_21];[12_22]
17,2,2,0,7,1828,[0_7];[1_7];[0_6],[0;2;3;4;7;9],[1_7];[0_7];[0_7]
17,3,2,24,4,1757,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_6];[24_6];[24_4]
17,4,2,5,18,1093,[4_18];[4_20];[4_19];[5_19];[5_20];[5_18];[6_19],[0;2;3;4;7;9],[4_18];[5_18];[5_19]
17,5,1,9,11,1764,[9_10];[10_8];[10_11];[8_11];[9_11];[9_8];[9_9];[9_7],[1;5;6;8],[9_11];[9_11];[9_10]
17,6,1,17,20,806,[17_20];[13_17];[15_19];[15_20];[15_21];[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[16_20],[1;5;6;8],[15_21];[16_20];[17_20]
17,7,2,22,7,1472,[22_10];[22_7];[23_11];[22_8];[23_12];[24_11];[23_10];[22_9];[24_13],[0;2;3;4;7;9],[22_9];[22_9];[22_8]
17,8,1,22,21,1701,[21_21];[21_22];[22_21];[22_20];[21_20],[1;5;6;8],[21_22];[21_22];[21_21]
17,9,2,9,15,1255,[9_11];[7_10];[9_14];[9_9];[10_11];[8_14];[9_12];[8_10];[10_10];[9_15];[9_10],[0;2;3;4;7;9],[9_14];[8_14];[9_15]
18,0,2,9,10,1718,[10_10];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[9_11];[9_9];[9_9]
18,1,1,12,21,1879,[12_22];[12_21];[12_19];[13_18];[12_20];[13_17];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_21];[12_22];[12_22]
18,2,2,0,7,1829,[1_7];[0_6],[0;2;3;4;7;9],[0_7];[0_7];[0_7]
18,3,2,24,5,1758,[24_4];[23_3];[24_6];[24_5];[24_3],[0;2;3;4;7;9],[24_4];[24_4]
18,4,2,5,19,1094,[4_18];[4_20];[4_19];[5_19];[5_20];[5_18];[6_19],[0;2;3;4;7;9],[5_18];[5_19];[5_18]
18,5,1,9,10,1765,[9_10];[10_8];[10_11];[8_11];[9_11];[9_8];[9_9],[1;5;6;8],[9_11];[9_10];[9_11]
18,6,1,17,19,807,[17_20];[13_17];[15_19];[15_20];[15_21];[13_19];[14_19];[12_19];[14_18];[13_16];[13_18];[16_20],[1;5;6;8],[16_20];[17_20];[17_20]
18,7,2,21,7,1473,[22_10];[21_7];[22_7];[23_11];[22_8];[23_12];[24_11];[23_10];[22_9],[0;2;3;4;7;9],[22_9];[22_8];[21_7]
18,8,1,21,21,1702,[21_21];[21_22];[22_21];[22_20],[1;5;6;8],[21_22];[21_21];[22_21]
18,9,2,9,14,1256,[9_11];[7_10];[9_14];[9_9];[10_11];[8_14];[9_12];[8_10];[10_10];[9_15];[9_10],[0;2;3;4;7;9],[8_14];[9_15];[9_14]
19,0,2,9,11,1719,[10_10];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[9_9];[9_9];[9_10]
19,1,1,12,21,1880,[12_22];[12_21];[12_19];[13_18];[12_20];[13_17];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_22];[12_21];[12_21]
19,2,2,1,7,1830,[1_7];[0_6],[0;2;3;4;7;9],[0_7];[0_7];[1_7]
19,3,2,24,6,1759,[24_4];[23_3];[24_5];[24_3],[0;2;3;4;7;9],[24_4];[24_4];[24_5]
19,4,2,5,17,1095,[4_18];[5_17];[4_19];[5_19];[5_18];[6_19],[0;2;3;4;7;9],[5_19];[5_19];[5_17]
19,5,1,9,11,1766,[9_10];[10_8];[10_11];[8_11];[9_11];[9_8];[9_9],[1;5;6;8],[9_10];[9_10]
19,6,1,17,18,808,[17_20];[17_19];[13_17];[15_19];[15_20];[15_21];[13_19];[14_19];[12_19];[13_16];[13_18];[16_20],[1;5;6;8],[17_20];[17_20];[17_19]
19,7,2,21,8,1474,[22_10];[21_7];[22_7];[21_8];[23_11];[22_8];[23_12];[23_10];[22_9],[0;2;3;4;7;9],[22_8];[21_7];[21_8]
19,8,1,22,21,1703,[21_21];[21_22];[22_21];[22_20],[1;5;6;8],[21_21];[22_21];[21_21]
19,9,2,8,14,1257,[9_11];[9_14];[9_9];[10_11];[8_14];[9_12];[8_10];[10_10];[9_15];[9_10],[0;2;3;4;7;9],[9_15];[9_14];[9_14]
20,0,2,9,10,1720,[10_10];[9_11];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[9_9];[9_10];[9_11]
20,1,1,11,21,1881,[12_22];[12_21];[12_19];[13_18];[12_20];[13_17];[12_17];[11_18];[13_19];[12_18],[1;5;6;8],[12_21];[12_21];[12_21]
20,2,2,0,6,1831,[1_7];[0_6],[0;2;3;4;7;9],[1_7];[1_7];[0_6]
20,3,2,24,5,1760,[24_4];[23_3];[24_5];[24_3],[0;2;3;4;7;9],[24_4];[24_5];[24_5]
20,4,2,5,18,1096,[4_18];[5_17];[4_19];[5_19];[6_19],[0;2;3;4;7;9],[5_19];[5_17];[5_17]
20,5,1,9,9,1767,[9_10];[10_11];[8_11];[9_11];[9_8];[9_9],[1;5;6;8],[9_10];[9_11];[9_9]
20,6,1,17,19,809,[17_20];[17_19];[13_17];[15_19];[15_20];[15_21];[13_19];[14_19];[12_19];[17_18];[13_16];[13_18];[16_20],[1;5;6;8],[17_20];[17_19];[17_18]
20,7,2,20,8,1475,[22_10];[21_7];[22_7];[21_8];[23_11];[22_8];[20_8];[23_12];[23_10];[22_9],[0;2;3;4;7;9],[21_7];[21_8];[20_8]
20,8,1,21,22,1704,[21_21];[21_22];[22_21];[22_20],[1;5;6;8],[22_21];[22_21];[21_22]
20,9,2,9,14,1258,[9_11];[9_14];[9_9];[10_11];[8_14];[9_12];[8_10];[10_10];[9_15];[9_10],[0;2;3;4;7;9],[9_14];[9_14];[8_14]
21,0,2,9,11,1721,[10_10];[9_11];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[9_10];[9_11];[9_10]
21,1,1,12,22,1882,[12_22];[12_21];[12_19];[13_18];[12_20];[12_17];[11_18];[11_21];[12_18],[1;5;6;8],[11_21];[12_22]
21,2,2,0,7,1832,[1_7];[0_6],[0;2;3;4;7;9],[1_7];[0_6];[0_6]
21,3,2,23,5,1761,[24_4];[23_3];[23_5];[24_5];[24_3],[0;2;3;4;7;9],[24_5];[24_5];[23_5]
21,4,2,5,19,1097,[4_18];[5_17];[4_19];[5_19];[6_19],[0;2;3;4;7;9],[5_17];[5_17];[5_18]
21,5,1,9,8,1768,[9_10];[10_11];[8_11];[9_11];[9_8];[9_9],[1;5;6;8],[9_11];[9_9];[9_8]
21,6,1,17,18,810,[17_20];[17_19];[13_17];[15_19];[15_20];[15_21];[13_19];[14_19];[12_19];[17_18];[13_16];[13_18];[16_20],[1;5;6;8],[17_19];[17_18];[17_19]
21,7,2,20,7,1476,[22_10];[21_7];[22_7];[21_8];[23_11];[22_8];[20_8];[23_12];[20_7];[23_10];[22_9],[0;2;3;4;7;9],[21_8];[20_8];[20_7]
21,8,1,21,21,1705,[21_21];[21_22];[22_21];[22_20],[1;5;6;8],[22_21];[21_22];[21_22]
21,9,2,8,14,1259,[9_11];[9_14];[9_9];[10_11];[8_14];[9_12];[8_10];[10_10];[9_15];[9_10],[0;2;3;4;7;9],[9_14];[8_14];[9_14]
22,0,2,8,10,1722,[10_10];[9_11];[8_10];[9_9];[9_10],[0;2;3;4;7;9],[9_11];[9_11];[8_10]
22,1,1,11,22,1883,[12_22];[12_21];[11_22];[12_19];[13_18];[12_20];[12_17];[11_18];[11_21];[12_18],[1;5;6;8],[11_21];[12_22];[11_22]
22,2,2,0,7,1833,[0_7];[1_7];[0_6],[0;2;3;4;7;9],[0_6];[0_6];[0_7]
22,3,2,22,5,1762,[24_4];[23_3];[23_5];[22_5];[24_5];[24_3],[0;2;3;4;7;9],[24_5];[23_5];[22_5]
22,4,2,5,18,1098,[4_18];[5_17];[4_19];[5_19];[6_19],[0;2;3;4;7;9],[5_17];[5_18];[5_19]
22,5,1,9,7,1769,[9_10];[10_11];[8_11];[9_11];[9_8];[9_9],[1;5;6;8],[9_9];[9_8];[9_8]
22,6,1,17,20,811,[17_20];[17_19];[13_17];[15_19];[15_20];[15_21];[13_19];[12_19];[17_18];[13_16];[13_18];[16_20],[1;5;6;8],[17_18];[17_18];[17_20]
22,7,2,21,7,1477,[22_10];[21_7];[22_7];[21_8];[23_11];[22_8];[20_8];[23_12];[20_7];[23_10];[22_9],[0;2;3;4;7;9],[20_8];[20_7];[20_7]
