iteration,id,group_id,x,y,age,known_cells,group_member_ids, last_three_cells
66,2,2,1,4,1877,[3_6];[4_5];[1_6];[3_5];[1_4];[1_5];[2_5];[2_4],[0;2;3;4;7;9],[1_4];[1_5];[1_4]
66,3,2,24,5,1806,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_5];[24_4];[24_4]
66,4,2,6,17,1142,[6_17];[5_17];[6_19];[5_19];[4_19];[5_18];[5_20],[0;2;3;4;7;9],[5_19];[5_17];[6_17]
66,5,1,10,3,1813,[8_5];[7_6];[10_5];[9_6];[10_4];[9_8];[10_3];[9_7];[9_5];[11_4],[1;5;6;8],[11_4];[10_4];[10_3]
66,6,1,24,19,855,[24_18];[24_19];[23_19],[1;5;6;8],[24_19];[23_19]
66,7,2,21,10,1521,[22_10];[21_8];[20_11];[21_10];[21_9];[20_10];[21_11],[0;2;3;4;7;9],[21_10];[22_10];[21_10]
66,8,1,17,17,1750,[17_17];[16_18];[18_17];[17_16];[18_18],[1;5;6;8],[17_16];[17_16]
66,9,2,9,14,1304,[9_14];[8_14];[8_15];[8_13];[9_15];[7_13];[7_16],[0;2;3;4;7;9],[8_14];[9_14];[8_14]
67,0,2,13,7,1767,[9_8];[8_10];[9_11];[10_7];[11_7];[9_9];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[11_7];[11_7];[13_7]
67,1,1,8,13,1928,[8_13];[11_14];[8_14];[11_13];[9_14];[12_14];[10_15];[12_13];[10_14];[13_15],[1;5;6;8],[8_14];[9_14];[8_13]
67,2,2,2,5,1878,[3_6];[4_5];[3_5];[1_4];[1_5];[2_5];[2_4],[0;2;3;4;7;9],[1_5];[2_5]
67,3,2,24,6,1807,[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_4];[24_4];[24_6]
67,4,2,7,17,1143,[6_17];[5_17];[6_19];[5_19];[4_19];[5_18];[7_17],[0;2;3;4;7;9],[5_17];[6_17];[7_17]
67,5,1,10,4,1814,[8_5];[7_6];[10_5];[9_6];[10_4];[9_8];[10_3];[9_7];[9_5];[11_4],[1;5;6;8],[10_4];[10_3];[10_3]
67,6,1,23,19,856,[24_18];[24_19];[23_19],[1;5;6;8],[24_19];[23_19];[24_19]
67,7,2,21,11,1522,[22_10];[20_11];[21_10];[21_9];[20_10];[21_11],[0;2;3;4;7;9],[22_10];[21_10];[21_10]
67,8,1,17,16,1751,[17_17];[16_18];[18_17];[17_16];[18_18],[1;5;6;8],[17_16];[17_16];[17_16]
67,9,2,8,14,1305,[9_14];[8_14];[8_15];[8_13];[9_15];[7_13],[0;2;3;4;7;9],[9_14];[9_14]
68,0,2,14,7,1768,[9_8];[8_10];[9_11];[10_7];[11_7];[9_9];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[11_7];[13_7];[13_7]
68,1,1,8,14,1929,[8_13];[8_14];[11_13];[9_14];[12_14];[10_15];[12_13];[10_14];[13_15],[1;5;6;8],[8_14];[8_13];[8_13]
68,2,2,2,6,1879,[3_6];[4_5];[3_5];[1_4];[1_5];[2_5];[2_4];[2_6],[0;2;3;4;7;9],[1_5];[2_5];[2_6]
68,3,2,24,4,1808,[23_5];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_6];[24_6];[24_4]
68,4,2,8,17,1144,[6_17];[5_17];[6_19];[5_19];[4_19];[5_18];[7_17],[0;2;3;4;7;9],[6_17];[7_17];[7_17]
68,5,1,10,5,1815,[8_5];[7_6];[10_5];[9_6];[10_4];[9_8];[10_3];[9_7];[9_5];[11_4],[1;5;6;8],[10_3];[10_3];[10_4]
68,6,1,24,18,857,[24_18];[24_19];[23_19],[1;5;6;8],[23_19];[23_19];[24_18]
68,7,2,20,11,1523,[22_10];[20_11];[21_10];[21_9];[20_10];[21_11],[0;2;3;4;7;9],[22_10];[20_11]
68,8,1,17,18,1752,[17_18];[17_17];[16_18];[18_17];[17_16];[18_18],[1;5;6;8],[17_18]
68,9,2,10,14,1306,[9_14];[8_14];[8_15];[8_13];[9_15];[10_14],[0;2;3;4;7;9],[9_14];[8_14];[10_14]
69,0,2,13,7,1769,[9_8];[9_11];[10_7];[11_7];[9_9];[14_7];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[13_7];[13_7];[14_7]
69,1,1,9,14,1930,[8_13];[8_14];[11_13];[9_14];[12_14];[10_15];[12_13];[10_14];[13_15],[1;5;6;8],[8_13];[8_13];[8_14]
69,2,2,2,7,1880,[4_5];[3_5];[1_4];[1_5];[2_5];[2_4];[2_6],[0;2;3;4;7;9],[2_5];[2_6];[2_6]
69,3,2,24,5,1809,[23_5];[24_4];[24_6],[0;2;3;4;7;9],[24_6];[24_4];[24_4]
69,4,2,9,17,1145,[9_17];[6_17];[5_17];[6_19];[5_19];[4_19];[5_18];[7_17],[0;2;3;4;7;9],[7_17];[7_17];[9_17]
69,5,1,11,4,1816,[8_5];[7_6];[10_5];[10_4];[9_8];[10_3];[9_7];[9_5];[11_4],[1;5;6;8],[10_3];[10_5];[11_4]
69,6,1,24,19,858,[24_18];[24_19];[23_19],[1;5;6;8],[23_19];[24_18];[24_18]
69,7,2,21,11,1524,[22_10];[20_11];[21_10];[21_9];[20_10];[21_11],[0;2;3;4;7;9],[22_10];[20_11];[20_11]
69,8,1,17,19,1753,[17_18];[17_17];[18_17];[17_16];[18_18],[1;5;6;8],[17_18];[17_18]
69,9,2,9,14,1307,[9_14];[8_14];[8_15];[8_13];[9_15];[10_14],[0;2;3;4;7;9],[8_14];[10_14];[9_14]
70,0,2,14,7,1770,[9_8];[9_11];[10_7];[11_7];[9_9];[14_7];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[13_7];[14_7];[13_7]
70,1,1,8,14,1931,[8_13];[8_14];[11_13];[9_14];[12_14];[10_15];[10_14];[13_15],[1;5;6;8],[8_13];[8_13];[9_14]
70,2,2,2,8,1881,[4_5];[3_5];[1_4];[1_5];[2_5];[2_8];[2_4];[2_6],[0;2;3;4;7;9],[2_6];[2_6];[2_8]
70,3,2,24,6,1810,[23_5];[24_4];[24_6],[0;2;3;4;7;9],[24_4];[24_4];[24_5]
70,4,2,8,17,1146,[9_17];[6_17];[5_17];[6_19];[5_19];[4_19];[5_18];[7_17],[0;2;3;4;7;9],[7_17];[9_17];[9_17]
70,5,1,10,4,1817,[8_5];[7_6];[10_5];[10_4];[9_8];[10_3];[9_7];[9_5];[11_4],[1;5;6;8],[10_5];[11_4];[11_4]
70,6,1,23,19,859,[24_19];[23_19],[1;5;6;8],[24_18];[24_18];[24_19]
70,7,2,20,11,1525,[22_10];[20_11];[21_10];[21_9];[20_10];[21_11],[0;2;3;4;7;9],[20_11];[20_11];[20_11]
70,8,1,17,18,1754,[17_18];[17_17];[18_17];[17_16];[18_18];[17_19],[1;5;6;8],[17_18];[17_18];[17_19]
70,9,2,8,14,1308,[9_14];[8_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[10_14];[9_14];[9_14]
71,0,2,13,7,1771,[9_8];[10_7];[11_7];[9_9];[14_7];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[14_7];[14_7]
71,1,1,9,14,1932,[8_13];[8_14];[11_13];[9_14];[12_14];[10_15];[10_14];[13_15],[1;5;6;8],[8_13];[9_14];[8_14]
71,2,2,2,9,1882,[4_5];[3_5];[1_4];[1_5];[2_5];[2_8];[2_4];[2_6],[0;2;3;4;7;9],[2_6];[2_8];[2_8]
71,3,2,24,5,1811,[23_5];[24_4];[24_6],[0;2;3;4;7;9],[24_4];[24_5];[24_6]
71,4,2,9,18,1147,[9_17];[8_17];[6_17];[5_17];[6_19];[5_19];[4_19];[5_18];[9_18];[7_17],[0;2;3;4;7;9],[9_17];[8_17];[9_18]
71,5,1,10,5,1818,[8_5];[7_6];[10_5];[10_4];[9_8];[10_3];[9_5];[11_4],[1;5;6;8],[11_4];[11_4];[10_4]
71,6,1,24,19,860,[24_19];[23_19],[1;5;6;8],[24_18];[24_19];[23_19]
71,7,2,21,11,1526,[22_10];[20_11];[21_10];[20_10];[21_11],[0;2;3;4;7;9],[20_11];[20_11];[20_11]
71,8,1,17,19,1755,[17_18];[17_17];[18_17];[17_16];[17_19],[1;5;6;8],[17_18];[17_19];[17_18]
71,9,2,9,14,1309,[9_14];[8_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[9_14];[9_14];[8_14]
72,0,2,14,7,1772,[9_8];[10_7];[11_7];[9_9];[14_7];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[14_7];[14_7];[14_7]
72,1,1,9,15,1933,[8_13];[8_14];[9_14];[12_14];[10_15];[9_15];[10_14];[13_15],[1;5;6;8],[9_14];[8_14];[9_15]
72,2,2,2,8,1883,[4_5];[3_5];[1_4];[1_5];[2_5];[2_8];[2_4];[2_6],[0;2;3;4;7;9],[2_8];[2_8];[2_8]
72,3,2,24,6,1812,[23_5];[24_4];[24_6],[0;2;3;4;7;9],[24_5];[24_6];[24_6]
72,4,2,9,19,1148,[9_17];[8_17];[6_17];[5_17];[6_19];[5_19];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[8_17];[9_18];[9_18]
72,5,1,9,5,1819,[8_5];[7_6];[10_5];[10_4];[9_8];[10_3];[9_5];[11_4],[1;5;6;8],[11_4];[10_4];[9_5]
72,6,1,24,20,861,[24_20];[24_19];[23_19],[1;5;6;8],[24_19];[23_19];[24_20]
72,7,2,21,10,1527,[22_10];[20_11];[21_10];[20_10];[21_11],[0;2;3;4;7;9],[21_11]
72,8,1,18,19,1756,[17_18];[17_17];[18_17];[17_16];[18_19];[17_19],[1;5;6;8],[17_19];[18_19]
72,9,2,8,14,1310,[9_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[9_14];[8_14];[9_14]
73,0,2,13,6,1773,[9_8];[13_6];[10_7];[11_7];[9_9];[14_7];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[13_6]
73,1,1,9,13,1934,[8_13];[8_14];[9_14];[9_13];[10_15];[9_15];[10_14],[1;5;6;8],[9_15];[9_15];[9_13]
73,2,2,2,9,1884,[4_5];[1_4];[1_5];[2_5];[2_8];[2_4];[2_6],[0;2;3;4;7;9],[2_8];[2_8];[2_8]
73,3,2,24,7,1813,[24_7];[23_5];[24_4];[24_6],[0;2;3;4;7;9],[24_6];[24_6];[24_7]
73,4,2,9,18,1149,[9_19];[9_17];[8_17];[6_17];[5_17];[6_19];[5_19];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[9_18];[9_18];[9_19]
73,5,1,10,5,1820,[8_5];[7_6];[10_5];[10_4];[10_3];[9_5];[11_4],[1;5;6;8],[10_4];[9_5];[9_5]
73,6,1,24,19,862,[24_20];[24_19];[23_19],[1;5;6;8],[23_19];[24_20];[24_20]
73,7,2,21,10,1528,[22_10];[20_11];[21_10];[20_10];[21_11],[0;2;3;4;7;9],[21_11];[21_10];[21_10]
73,8,1,17,19,1757,[17_18];[17_17];[18_17];[17_16];[18_19];[17_19],[1;5;6;8],[17_19];[18_19];[18_19]
73,9,2,9,14,1311,[9_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[8_14];[8_14]
74,0,2,13,7,1774,[9_8];[13_6];[10_7];[11_7];[9_9];[14_7];[9_10];[13_7];[8_11],[0;2;3;4;7;9],[13_6];[13_6]
74,1,1,9,14,1935,[8_13];[8_14];[9_14];[9_13];[9_15];[10_14],[1;5;6;8],[9_15];[9_13];[9_13]
74,2,2,2,10,1885,[2_10];[4_5];[1_4];[1_5];[2_5];[2_8];[2_4];[2_6],[0;2;3;4;7;9],[2_10]
74,3,2,23,6,1814,[24_7];[23_5];[23_6];[24_4];[24_6],[0;2;3;4;7;9],[24_7];[24_7];[23_6]
74,4,2,9,19,1150,[9_19];[9_17];[8_17];[6_17];[5_17];[6_19];[5_19];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[9_18];[9_19];[9_18]
74,5,1,10,4,1821,[8_5];[7_6];[10_5];[10_4];[10_3];[9_5];[11_4],[1;5;6;8],[9_5];[9_5];[10_5]
74,6,1,24,19,863,[24_20];[24_19];[23_19],[1;5;6;8],[24_20];[24_19];[24_19]
74,7,2,22,10,1529,[22_10];[20_11];[21_10];[21_11],[0;2;3;4;7;9],[21_10];[21_10];[22_10]
74,8,1,18,19,1758,[17_18];[17_17];[18_17];[17_16];[18_19];[17_19],[1;5;6;8],[18_19];[18_19];[18_19]
74,9,2,8,15,1312,[9_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[8_14];[9_14];[8_15]
75,0,2,13,8,1775,[9_8];[13_6];[13_8];[10_7];[11_7];[9_9];[14_7];[13_7];[8_11],[0;2;3;4;7;9],[13_6];[13_6];[13_8]
75,1,1,9,15,1936,[8_13];[8_14];[9_14];[9_13];[9_15];[10_14],[1;5;6;8],[9_13];[9_13];[9_15]
75,2,2,2,9,1886,[2_10];[1_4];[1_5];[2_5];[2_8];[2_4];[2_6],[0;2;3;4;7;9],[2_10];[2_10]
75,3,2,24,6,1815,[24_7];[23_5];[23_6];[24_4];[24_6],[0;2;3;4;7;9],[24_7];[23_6];[23_6]
75,4,2,9,18,1151,[9_19];[9_17];[8_17];[6_17];[5_17];[6_19];[5_19];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[9_19];[9_19]
75,5,1,11,5,1822,[8_5];[7_6];[10_5];[10_4];[11_5];[10_3];[9_5];[11_4],[1;5;6;8],[10_5];[10_4];[11_5]
75,6,1,23,19,864,[24_20];[24_19];[23_19],[1;5;6;8],[24_19];[24_19];[24_19]
75,7,2,21,10,1530,[22_10];[20_11];[21_10];[21_11],[0;2;3;4;7;9],[21_10];[22_10];[22_10]
75,8,1,18,19,1759,[17_18];[18_17];[17_16];[18_19];[17_19],[1;5;6;8],[18_19];[18_19];[18_19]
75,9,2,9,15,1313,[9_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[9_14];[8_15];[9_15]
76,0,2,13,7,1776,[9_8];[13_6];[13_8];[10_7];[11_7];[9_9];[14_7];[13_7];[8_11],[0;2;3;4;7;9],[13_6];[13_8];[13_8]
76,1,1,9,14,1937,[8_13];[8_14];[9_14];[9_13];[9_15],[1;5;6;8],[9_13];[9_15];[9_15]
76,2,2,3,8,1887,[2_10];[3_8];[1_4];[1_5];[2_8];[2_4];[2_6];[2_9],[0;2;3;4;7;9],[2_10];[2_9];[3_8]
76,3,2,24,5,1816,[24_7];[23_5];[23_6];[24_4];[24_6],[0;2;3;4;7;9],[23_6];[23_6];[24_6]
76,4,2,10,19,1152,[9_19];[10_19];[9_17];[8_17];[6_17];[6_19];[5_19];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[9_19];[9_18];[10_19]
76,5,1,11,4,1823,[8_5];[10_5];[10_4];[11_5];[10_3];[9_5];[11_4],[1;5;6;8],[10_4];[11_5];[11_4]
76,6,1,24,19,865,[24_20];[24_19];[23_19],[1;5;6;8],[24_19];[24_19];[24_19]
76,7,2,21,11,1531,[22_10];[21_10];[21_11],[0;2;3;4;7;9],[22_10];[22_10];[21_10]
76,8,1,17,19,1760,[17_18];[18_17];[17_16];[18_19];[17_19],[1;5;6;8],[18_19];[18_19];[18_19]
76,9,2,9,14,1314,[9_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[8_15];[9_15];[9_15]
77,0,2,14,7,1777,[9_8];[13_6];[13_8];[10_7];[11_7];[9_9];[14_7];[13_7];[8_11],[0;2;3;4;7;9],[13_8];[13_8];[13_7]
77,1,1,8,14,1938,[8_13];[8_14];[9_14];[9_13];[9_15],[1;5;6;8],[9_15];[9_15];[8_14]
77,2,2,4,8,1888,[2_10];[3_8];[1_4];[1_5];[2_8];[2_4];[2_6];[2_9],[0;2;3;4;7;9],[2_9];[3_8];[3_8]
77,3,2,24,6,1817,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[23_6];[24_6];[24_5]
77,4,2,11,20,1153,[9_19];[10_19];[9_17];[11_20];[8_17];[6_17];[5_19];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[10_19];[10_19];[11_20]
77,5,1,10,4,1824,[8_5];[10_5];[10_4];[11_5];[10_3];[9_5];[11_4],[1;5;6;8],[11_5];[11_4];[11_4]
77,6,1,24,20,866,[24_20];[23_19],[1;5;6;8],[24_20]
77,7,2,21,9,1532,[22_10];[21_10];[21_9];[21_11],[0;2;3;4;7;9],[22_10];[21_11];[21_9]
77,8,1,17,18,1761,[17_18];[18_17];[17_16];[18_19];[17_19],[1;5;6;8],[17_19]
77,9,2,9,15,1315,[9_14];[8_15];[9_15];[10_14],[0;2;3;4;7;9],[9_15];[9_15];[9_15]
78,0,2,13,7,1778,[9_8];[13_6];[13_8];[10_7];[11_7];[9_9];[14_7];[13_7],[0;2;3;4;7;9],[13_8];[13_7];[14_7]
78,1,1,9,14,1939,[8_13];[8_14];[9_14];[9_13];[9_15],[1;5;6;8],[9_15];[8_14];[8_14]
78,2,2,4,9,1889,[2_10];[3_8];[4_8];[1_4];[1_5];[2_8];[2_4];[2_6];[2_9],[0;2;3;4;7;9],[3_8];[3_8];[4_8]
78,3,2,24,5,1818,[24_7];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_6];[24_5];[24_5]
78,4,2,10,20,1154,[9_19];[10_19];[9_17];[11_20];[8_17];[6_17];[5_19];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[10_19];[11_20];[11_20]
78,5,1,10,5,1825,[10_5];[10_4];[11_5];[10_3];[9_5];[11_4],[1;5;6;8],[11_4];[11_4];[10_4]
78,6,1,24,19,867,[24_20];[23_19],[1;5;6;8],[24_20];[24_20]
78,7,2,21,10,1533,[22_10];[21_10];[21_9];[21_11],[0;2;3;4;7;9],[21_11];[21_9];[21_10]
78,8,1,17,19,1762,[17_18];[17_16];[18_19];[17_19],[1;5;6;8],[17_19];[17_18]
78,9,2,9,16,1316,[9_14];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_15];[9_15];[9_16]
79,0,2,14,8,1779,[9_8];[13_6];[13_8];[10_7];[11_7];[14_7];[13_7];[14_8],[0;2;3;4;7;9],[14_7];[13_7];[14_8]
79,1,1,8,14,1940,[8_13];[8_14];[9_14];[9_13];[9_15],[1;5;6;8],[8_14];[8_14];[9_14]
79,2,2,5,9,1890,[2_10];[4_9];[3_8];[4_8];[1_4];[1_5];[2_8];[2_4];[2_6];[2_9],[0;2;3;4;7;9],[3_8];[4_8];[4_9]
79,3,2,23,5,1819,[24_7];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_5];[24_5];[23_5]
79,4,2,10,19,1155,[9_19];[10_19];[9_17];[11_20];[8_17];[10_20];[6_17];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[11_20];[11_20];[10_20]
79,5,1,10,4,1826,[10_5];[10_4];[11_5];[10_3];[11_4],[1;5;6;8],[11_4];[10_4];[10_5]
79,6,1,23,19,868,[24_20];[23_19],[1;5;6;8],[24_20];[24_20];[23_19]
79,7,2,22,10,1534,[22_10];[21_10];[21_9];[21_11],[0;2;3;4;7;9],[21_9];[21_10];[22_10]
79,8,1,17,18,1763,[17_18];[17_16];[18_19];[17_19],[1;5;6;8],[17_19];[17_18];[17_19]
79,9,2,9,15,1317,[9_14];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_16];[9_16]
80,0,2,14,8,1780,[13_6];[13_8];[10_7];[11_7];[14_7];[13_7];[14_8],[0;2;3;4;7;9],[14_8];[14_8];[14_8]
80,1,1,10,14,1941,[8_13];[8_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_14];[10_14]
80,2,2,4,9,1891,[2_10];[4_9];[3_8];[4_8];[1_4];[1_5];[2_8];[2_4];[2_6];[2_9];[5_9],[0;2;3;4;7;9],[4_8];[4_9];[5_9]
80,3,2,24,5,1820,[24_7];[23_5];[23_6];[24_4];[24_5],[0;2;3;4;7;9],[24_5];[23_5];[23_5]
80,4,2,10,20,1156,[9_19];[10_19];[9_17];[11_20];[8_17];[10_20];[6_17];[4_19];[9_18];[7_17],[0;2;3;4;7;9],[11_20];[10_20];[10_19]
80,5,1,10,5,1827,[10_5];[10_4];[11_5];[10_3];[11_4],[1;5;6;8],[10_4];[10_5];[10_5]
80,6,1,24,19,869,[24_20];[23_19],[1;5;6;8],[24_20];[23_19];[23_19]
80,7,2,21,10,1535,[22_10];[21_10];[21_9];[21_11],[0;2;3;4;7;9],[21_10];[22_10];[21_10]
80,8,1,17,18,1764,[17_18];[17_16];[18_19];[17_19],[1;5;6;8],[17_18];[17_18];[17_18]
80,9,2,9,16,1318,[9_14];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_16];[9_16];[9_16]
81,0,2,14,7,1781,[13_6];[13_8];[11_7];[14_7];[13_7];[14_8],[0;2;3;4;7;9],[14_8];[14_8];[14_8]
81,1,1,9,14,1942,[8_13];[8_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_14];[10_14];[10_14]
81,2,2,4,8,1892,[2_10];[4_9];[3_8];[4_8];[1_4];[1_5];[2_8];[2_4];[2_6];[2_9];[5_9],[0;2;3;4;7;9],[4_9];[5_9];[4_8]
81,3,2,24,6,1821,[24_7];[23_5];[23_6];[24_4];[24_5],[0;2;3;4;7;9],[23_5];[23_5];[24_6]
81,4,2,9,19,1157,[9_19];[10_19];[9_17];[11_20];[8_17];[10_20];[6_17];[9_18];[7_17],[0;2;3;4;7;9],[10_19];[10_20];[9_19]
81,5,1,10,4,1828,[10_5];[10_4];[11_5];[10_3];[11_4],[1;5;6;8],[10_5];[10_5];[10_5]
81,6,1,23,19,870,[24_20];[24_19];[23_19],[1;5;6;8],[23_19];[23_19];[24_19]
81,7,2,21,11,1536,[22_10];[21_10];[21_9];[21_11],[0;2;3;4;7;9],[22_10];[21_10];[21_10]
81,8,1,16,18,1765,[17_18];[16_18];[17_16];[18_19];[17_19],[1;5;6;8],[17_18];[17_18];[16_18]
81,9,2,9,15,1319,[9_14];[8_15];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_16];[9_16];[9_16]
82,0,2,15,7,1782,[13_6];[13_8];[14_7];[13_7];[15_7];[14_8],[0;2;3;4;7;9],[15_7]
82,1,1,8,14,1943,[8_13];[8_14];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[10_14];[10_14];[9_14]
82,2,2,5,9,1893,[2_10];[4_9];[3_8];[4_8];[1_5];[2_8];[2_6];[2_9];[5_9],[0;2;3;4;7;9],[4_8];[4_8];[5_9]
82,3,2,24,4,1822,[24_7];[23_5];[23_6];[24_4];[24_5],[0;2;3;4;7;9],[24_6];[24_6];[24_4]
82,4,2,9,18,1158,[9_19];[10_19];[9_17];[11_20];[8_17];[10_20];[9_18];[7_17],[0;2;3;4;7;9],[10_19];[9_19];[9_19]
82,5,1,10,6,1829,[10_4];[11_5];[10_3];[10_6];[11_4],[1;5;6;8],[10_4];[10_6]
82,6,1,23,19,871,[24_20];[24_19];[23_19],[1;5;6;8],[24_19];[23_19];[23_19]
82,7,2,22,11,1537,[22_10];[21_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[22_10];[22_11]
82,8,1,16,19,1766,[17_18];[16_18];[18_19];[17_19],[1;5;6;8],[16_18];[16_18]
82,9,2,9,14,1320,[9_14];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_15]
83,0,2,14,7,1783,[13_6];[13_8];[14_7];[13_7];[15_7];[14_8],[0;2;3;4;7;9],[15_7];[15_7]
83,1,1,9,14,1944,[8_13];[8_14];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[10_14];[10_14];[8_14]
83,2,2,4,9,1894,[2_10];[4_9];[3_8];[4_8];[1_5];[2_8];[2_6];[2_9];[5_9],[0;2;3;4;7;9],[4_8];[5_9];[5_9]
83,3,2,24,5,1823,[24_7];[23_5];[23_6];[24_4];[24_5],[0;2;3;4;7;9],[24_6];[24_4];[24_4]
83,4,2,9,19,1159,[9_19];[10_19];[9_17];[11_20];[8_17];[10_20];[9_18],[0;2;3;4;7;9],[9_19];[9_19];[9_19]
83,5,1,10,5,1830,[10_4];[11_5];[10_3];[10_6];[11_4],[1;5;6;8],[10_4];[10_6];[10_6]
83,6,1,24,19,872,[24_20];[24_19];[23_19],[1;5;6;8],[23_19];[23_19];[23_19]
83,7,2,21,11,1538,[22_10];[21_10];[21_9];[22_11];[21_11],[0;2;3;4;7;9],[22_10];[22_11];[22_11]
83,8,1,16,18,1767,[17_18];[16_18];[18_19];[17_19],[1;5;6;8],[16_18];[16_18];[16_18]
83,9,2,9,13,1321,[9_14];[9_13];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_15];[9_13]
84,0,2,13,7,1784,[13_6];[13_8];[14_7];[15_7];[14_8],[0;2;3;4;7;9],[15_7];[15_7];[14_7]
84,1,1,8,14,1945,[8_13];[8_14];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[10_14];[8_14];[9_14]
84,2,2,5,9,1895,[2_10];[4_9];[3_8];[4_8];[1_5];[2_8];[2_6];[2_9];[5_9],[0;2;3;4;7;9],[5_9];[5_9];[4_9]
84,3,2,24,6,1824,[24_7];[23_5];[23_6];[24_4];[24_5],[0;2;3;4;7;9],[24_4];[24_4];[24_5]
84,4,2,9,18,1160,[9_19];[10_19];[9_17];[11_20];[8_17];[10_20];[9_18],[0;2;3;4;7;9],[9_19];[9_19];[9_19]
84,5,1,10,4,1831,[10_5];[10_4];[11_5];[10_3];[10_6];[11_4],[1;5;6;8],[10_6];[10_6];[10_5]
84,6,1,24,20,873,[24_20];[24_19];[23_19],[1;5;6;8],[23_19];[23_19];[24_20]
84,7,2,21,10,1539,[22_10];[21_10];[21_9];[22_11],[0;2;3;4;7;9],[22_11];[22_11];[21_10]
84,8,1,16,19,1768,[17_18];[16_18];[18_19];[17_19],[1;5;6;8],[16_18];[16_18];[16_18]
84,9,2,9,12,1322,[9_14];[9_13];[9_12];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_15];[9_13];[9_12]
85,0,2,14,7,1785,[13_6];[13_8];[14_7];[15_7];[14_8],[0;2;3;4;7;9],[15_7];[14_7];[13_7]
85,1,1,9,15,1946,[8_13];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_14];[8_14];[9_15]
85,2,2,4,9,1896,[2_10];[4_9];[3_8];[4_8];[2_8];[2_6];[2_9];[5_9],[0;2;3;4;7;9],[5_9];[4_9];[5_9]
85,3,2,24,5,1825,[24_7];[23_5];[23_6];[24_4];[24_5];[24_6],[0;2;3;4;7;9],[24_4];[24_5];[24_6]
85,4,2,9,19,1161,[9_19];[10_19];[11_20];[8_17];[10_20];[9_18],[0;2;3;4;7;9],[9_18]
85,5,1,10,5,1832,[10_5];[10_4];[11_5];[10_3];[10_6];[11_4],[1;5;6;8],[10_6];[10_5];[10_4]
85,6,1,24,19,874,[24_20];[24_19];[23_19],[1;5;6;8],[24_20];[24_20]
85,7,2,21,11,1540,[22_10];[21_10];[21_9];[22_11],[0;2;3;4;7;9],[22_11];[21_10];[21_10]
85,8,1,17,19,1769,[17_18];[16_18];[18_19];[17_19];[16_19],[1;5;6;8],[16_19]
85,9,2,8,13,1323,[9_13];[9_12];[8_13];[9_15];[10_14];[9_16],[0;2;3;4;7;9],[9_12];[9_12];[8_13]
86,0,2,13,8,1786,[13_6];[13_8];[14_7];[15_7];[14_8],[0;2;3;4;7;9],[13_7];[14_7];[13_8]
86,1,1,9,14,1947,[8_13];[9_14];[9_13];[10_14];[9_15],[1;5;6;8],[9_14];[9_15];[9_15]
86,2,2,3,9,1897,[2_10];[4_9];[3_9];[3_8];[4_8];[2_8];[2_9];[5_9],[0;2;3;4;7;9],[4_9];[3_9]
